ID,Text,Length
"#136","The example of painting can teach us not only how to manage our own work, but how to work together. A lot of the great art of the past is the work of multiple hands, though there may only be one name on the wall next to it in the museum.","237"
"#104","The chemistry of an element is determined by the manner in which its electrons are arranged in the atom. Such arrangements are the basis of the modern periodic classification of the elements: the Periodic Table.","211"
"#656","In most cases, there is more to be gained by maximizing the performance of the driver than tricking out the car.","112"
"#234","For it is not enough to have a good mind; the main thing is to apply it well. The greatest souls are capable of the greatest vices as well as the greatest virtues. And those who proceed only very slowly can make much greater progress, provided they always follow the right path, than those who hurry and stray from it.","318"
"#236","Those who proceed only very slowly can make much greater progress, provided they always follow the right path, than those who hurry and stray from it.","150"
"#708","His soul swooned slowly as he heard the snow falling faintly through the universe and faintly falling, like the descent of their last end, upon all the living and the dead.","172"
"#528","Many wines have more than 14 percent alcohol because the winemaker added alcohol during or after the fermentation. That's an unusual way of making wine, but some parts of the world, like the Sherry region in Spain and the Port region in Portugal, have made quite a specialty of it. Dessert wine is the legal U.S. terminology for these wines, probably because they're usually sweet and often enjoyed after dinner.","412"
"#184","Over the past decade, we've seen strong economic growth but anemic job growth; big leaps in productivity but flat-lining wages; hefty corporate profits, but a shrinking share of these profits going to workers.","209"
"#707","A few light taps upon the pane made him turn to the window. It had begun to snow again.","87"
"#553","We live in a charmed world. If we have money we can buy literally everything. And the majority of us live lifestyles undreamed of only a generation or two ago.","159"
"#103","If you're working out in front of a mirror and watching your muscles grow, your ego has reached a point where it is now eating itself. That's why I believe there should be a psychiatrist at every health club, so that when they see you doing this, they will take you away for a little chat.","289"
"#434","Convection also plays a minor role because of the relative thinness of the air layer and the presence of the upper cardboard heat shield. The insulation properties of the cardboard play a major role, since they serve to minimize the temperature gradient across the airspace.","274"
"#251","A computer needs a manager to administer its operations, just as a company needs a manager.  And that is what DOS is. A manager.","128"
"#468","Alfred Hitchcock once said, ""Drama is life with the dull bits cut out."" Reflecting the interesting (and often) tragic parts of ""life"" on the stage was an important part of the ancient world, and helped to shape our modern culture.","250"
"#259","The ultimate way to compose is to be able to keyboard as fast as you can think so your thoughts can flow onto the screen.","121"
"#583","Dropping through sky, through the glass of the roof, through the roof of your mouth, through the mouth of your eye, through the eye of the needle, it's easier for me to get closer to heaven than ever feel whole again.","217"
"#151","There are two places on Earth that
serve as canaries in the coal mine - regions that are especially
sensitive to the effects of global warming. The first is the Arctic.
The second is the Antarctic. In both of these frozen realms,
scientists are seeing faster changes and earlier more dramatic effects
of climate change than anywhere else on Earth.","347"
"#535","Don't take anything personally - nothing others do is because of you. What others say and do is a projection of their own reality, their own dream. When you are immune to the opinions and actions of others, you won't be the victim of needless suffering.","253"
"#620","Once you get into the processed foods you have to be a fairly determined ecological detective to follow the intricate and increasingly obscure lines of connection linking the Twinkie, or the nondairy creamer, to a plant growing in the earth some place, but it can be done.","272"
"#386","The goal of the true seeker is to become a sage, or superior man. There are certain immutable laws of the universe, which the sage must be in harmony with. Different Ninja sects espouse some laws in particular, according them greater significance than the others. But each law is essential in its own right, and must be considered equal to the rest.","349"
"#211","But, pray how could that which I spoke so many years ago, and at about five thousand leagues distance, in another reign, be applied to any of the Yahoos, who now are said to govern the herd; especially at a time when I little thought, or feared, the unhappiness of living under them?","283"
"#570","We were all in our late twenties or early-to-middle thirties, yet none had found brides or husbands. Although we were all older than our parents were when they had us, the idea of having children ourselves still seemed a far-off abstraction.","241"
"#82","Now you might ask yourself, if by yourself you mean me, ""Stephen, if you don't like books, why did you write one?"" You just asked yourself a trick question. I didn't write it. I dictated it. I shouted it into a tape recorder over the Columbus Day weekend, then handed it to my agent and said, ""Sell this.""","305"
"#604","Having endured the racial turmoil of the Civil Rights Movement without the overt violent conflict that haunted some of its southern neighbors, the Atlanta of the 1970s was a city obsessed with economic progress, and it would undergo tremendous expansion in the last decades of the twentieth century.","299"
"#390","Contrary to the feminist cant, there are many things we can learn from men's perspective about life and personal identity. To refuse to learn anything that could prove beneficial to yourself is a working definition of stupid.","225"
"#676","If you begin to repeat an error, or if your concentration or attention starts to fade, if you start to become casual, then stop. Clear your head, get your concentration and motivation back, then go again.","204"
"#681","It's usually best to run as quick as you can for the first few laps, then settle into a comfortable, consistent pace.","117"
"#329","The alternative to binge travel entails relocating to one place for one to six months before going home. Rather than seeking to see the world, we aim to experience it at a speed that lets it change us.","201"
"#559","Around midafternoon, the snow thinned into sleet, and some umbrellas appeared on Kissena Boulevard. When the green lights came on, pedestrians skirted or jumped across the puddles gathering at the curbs.","203"
"#74","Trudging slowly over wet sand, back to the bench where your clothes were stolen. This is the coastal town that they forgot to close down. Armageddon - come Armageddon, come.","173"
"#321","We all know people who are very bright but who do not always shine when it comes to being logical. They have the ability to think logically - that is, clearly and effectively - but that ability does not habitually manifest itself.","230"
"#643","I think you're gonna find - when all this stuff is over and done - I think you're gonna find yourself one smiling guy. Thing is Butch, right now you got ability. But painful as it may be, ability don't last. Now that's a hard fact of life, but it's a fact of life you're gonna have to get realistic about.","305"
"#256","Imagine considering ""if"" as a two-finger movement instead of two single-finger movements: Thus, whenever you saw the word ""if"" you would immediately start twitching your right forefinger and left forefinger (preferably in the correct order).  This would definitely increase your response time and speed up your keyboarding.","343"
"#599","I don't believe in an interventionist God, but I know, darling, that you do. But if I did I would kneel down and ask him not to intervene when it came to you. Not to touch a hair on your head, to leave you as you are, and if he felt he had to direct you, then direct you into my arms.","284"
"#482","The development of a living body of literature became indicative of an advanced culture and are always correlated with advances in science, philosophy, theology, and art.","170"
"#120","The terminator wouldn't stop, it would never leave him. It would never hurt him or shout at him or get drunk and hit him or say it was too busy to spend time with him. And it would die to protect him. Of all the would-be fathers that came over the years, this thing, this machine, was the only thing that measured up.","317"
"#369","Rhymes trap you into saying things you don't want to say. A word like ""fire"" is a good example.  Before you know it you're reaching for desire, or to get higher, or calling someone a liar.","198"
"#582","Now that I know that I'm breaking to pieces, I'll pull out my heart and I'll feed it to anyone. Crying for sympathy, crocodiles cry for the love of the crowd and the free cheers from everyone. Dropping through sky, through the glass of the roof, through the roof of your mouth, through the mouth of your eye, through the eye of the needle, it's easier for me to get closer to heaven than ever feel whole again.","410"
"#265","Take a break. Shake your hands loosely at the wrists. Stretch your arms above your head. Slowly turn your head from side to side. Stand up and walk around a little to relax your body.","183"
"#377","There are still some places where you can get all you can eat for a fixed price. Sew a plastic bag onto your tee-shirt or belt and wear a loose-fitting jacket or coat to cover any noticeable bulge. Fried chicken is the best and the easiest to pocket, or should we say bag. Another trick is to pour your second free cup of hot coffee into the plastic bag sewed inside your pocket and take it with you.","400"
"#510","I've heard there was a secret chord that David played, and it pleased the Lord, but you don't really care for music, do you?","124"
"#687","When she returns to the forum page, her post is there. It is a way now, approximately, of being at home. The forum has become one of the most consistent places in her life, like a familiar cafe that exists somehow outside of geography and beyond time zones.","257"
"#679","Races are not won in the first corner; however, they are often lost there. It's usually best to run as quick as you can for the first few laps, then settle into a comfortable, consistent pace - all the while ready to take advantage of any opportunity to pass.","259"
"#186","Indonesia is a nation of islands - more than seventeen thousand in all, spread along the equator between the Indian and Pacific Oceans.","135"
"#669","Look and think as far ahead as possible. Often, a driver's natural reaction is to look at the wall or the point you're just about to get to. That's not enough. You won't drive a smooth, flowing line if you don't look far ahead. Looking well ahead, and concentrating on getting to where I'm looking, seems to really help me.","323"
"#210","A lot of people, especially this one psychoanalyst guy they have here, keeps asking me if I'm going to apply myself when I go back to school next September. It's such a stupid question, in my opinion. I mean, how do you know what you're going to do till you do it? The answer is, you don't. I think I am, but how do I know? I swear it's such a stupid question.","360"
"#288","Lucid but wholly false recollections can easily be induced by a few cues and questions.  Memory can be contaminated. False memories can be implanted even in minds that do not consider themselves vulnerable and uncritical.","221"
"#538","Don't make assumptions. Communicate with others as clearly as you can to avoid misunderstandings, sadness and drama. With just this one agreement, you can completely transform your life.","186"
"#198","The only message I got was from the company that holds my student loan, Sallie Mae.  Sallie Mae sounds like a naive and barefoot hillbilly girl but in fact they are a ruthless and aggressive conglomeration of bullies located in a tall brick building somewhere in Kansas. I picture it to be the tallest building in that state and I have decided they hire their employees straight out of prison.","393"
"#267","All typewriters are adjusted to type 6 lines to the inch from top to bottom.  You should leave a top margin of one and a half inches (9 lines).","143"
"#420","The good news is that your child
has a natural desire to do well. Your job as parent is to bring out
this quality and cherish it until the day your kids leave home, and
then some.","179"
"#440","The time has come for man to set himself a goal. The time has come for man to plant the seed of his highest hope. His soil is still rich enough. But one day this soil will be poor and domesticated, and no tall tree will be able to grow in it.","242"
"#512","Your faith was strong but you needed proof. You saw her bathing on the roof. Her beauty in the moonlight overthrew you.","119"
"#42","There is something about yourself that you don't know. Something that you will deny even exists, until it's too late to do anything about it. It's the only reason you get up in the morning. We share an addiction. We're approval junkies. We're all in it for the slap on the back and the gold watch.","297"
"#526","Your inner child will be happy to know that when it comes to wine, it's okay to like some colors more than others. You can't get away with saying ""I don't like green food!"" much beyond your sixth birthday, but you can express a general preference for white, red, or pink wine for all your adult life.","300"
"#464","By the early 1990s the first Internet language (HTTP) was written and the first browser was published. The World Wide Web was born.","131"
"#427","First, the layer of dough bakes into bread, a low-water-content material with a large number of nonconnecting small air spaces. Second, the tomato paste dehydrates, and third, the mozzarella transitions from regular liquid crystal to more disordered states.","257"
"#149","In order to face down the danger that is stalking us and move through it, we first have to recognize that we are facing a crisis. So why is it that our leaders seem not to hear such clarion warnings? Are they resisting the truth because they know that the moment they acknowledge it, they will face a moral imperative to act? Is it simply more convenient to ignore the warnings?","378"
"#172","I still see things that are not here. I just choose not to acknowledge them. Like a diet of the mind, I just choose not to indulge certain appetites; like my appetite for patterns; perhaps my appetite to imagine and to dream.","226"
"#115","A giant inverted steel pyramid is perfectly balanced on its point. Any movement of the pyramid will cause it to topple over.  Underneath the pyramid is a hundred dollar bill.  How do you remove the bill without disturbing the pyramid? The only way you can get the answer is if it comes to you suddenly in the blink of an eye.","325"
"#639","This business is filled to the brim with unrealistic people who thought their bods aged like wine. If you mean it turns to vinegar, it does. If you mean it gets better with age, it don't. Besides Butch, how many fights you think you got left in you anyway? Two? Boxers don't have an old timer's pension. You came close, but you never made it, and if you were gonna make it, you woulda made it by now.","400"
"#336","And I will strike down upon thee with great vengeance and furious anger those who would attempt to poison and destroy my brothers. And you will know my name is the Lord when I lay my vengeance upon thee.","203"
"#299","Yet one fine day, in a fit of euphoria, after he had picked up the telephone and taken an order for bonds that had brought him a fifty thousand dollar commission, just like that, this very phrase had bubbled up into his brain. On Wall Street he and a few others had become precisely that - Masters of the Universe.","314"
"#263","Too often writers believe that they can emphasize words by putting them in all capital letters. The only problem is that when all capital letters are used, the ability to read the words is reduced dramatically because all the letters are rectangles. A more effective way to emphasize words is sparingly to use bold, italics, underline, and combinations of these styles.","369"
"#661","I often see racers, particularly at the back of the pack in amateur races, trying to go fast, with their arms flailing around, banging off shifts, jerking the steering into a turn with feet stabbing at the pedals - the car usually in massive slides through the turns. It may feel as fast and even look fast, but I'll guarantee it's not. If the driver would only slow down, the car would actually go faster. It reminds me of the saying, ""never confuse movement for action.""","472"
"#642","You came close, but you never made it, and if you were gonna make it, you woulda made it by now.","96"
"#689","There are perhaps twenty regular posters on the forum, and some much larger and uncounted number of lurkers. And right now there are three people in chat, but there's no way of knowing exactly who until you are in there, and the chat room she finds not so comforting. It's strange even with friends, like sitting in a pitch-dark cellar conversing with people a distance of about fifteen feet.","392"
"#262","Keying text quickly is important, but it is more important to be able to make it look professional. Making the text readable involves positioning, style, and size.","163"
"#506","You just couldn't let me go, could you? This is what happens when an unstoppable force meets an immovable object. You are truly incorruptible, aren't you? Huh? You won't kill me out of some misplaced sense of self-righteousness. And I won't kill you because you're just too much fun. I think you and I are destined to do this forever.","334"
"#195","Chance and chance alone has a message for us. Everything that occurs out of necessity, everything expected, repeated day in and day out, is mute.","145"
"#80","It's a sunny, woodsy day in Lumberton, so get those chainsaws out. This is the mighty WOOD - the musical voice of Lumberton. At the sound of the falling tree, it's 9:30. There's a whole lotta wood waiting out there, so let's get going.","235"
"#207","Tis but thy name that is my enemy.
Thou art thyself, though not a Montague. What's Montague? It is nor
hand, nor foot, nor arm, nor face, nor any other part belonging to a
man. O, be some other name! What's in a name? That, which we call a
rose by any other word would smell as sweet.","284"
"#106","I thought climbing the Devil's Thumb would fix all that was wrong with my life. In the end, of course, it changed almost nothing. But I came to appreciate that mountains make poor receptacles for dreams. And I lived to tell my tale.","232"
"#45","Excellent. He's enterprising, aggressive, outgoing, young, bold, vicious. He'll do. He's perfect. I want his records sent to me. This vicious young hoodlum will be transformed out of all recognition.","199"
"#572","There are very few things I wish I could change about those two decades, but there are many things I wish I had known.","118"
"#23","You could choke a dozen donkeys on that! And you're haggling over one hundred pound? What do you do when you're not buying stereos, Nick? Finance revolutions? You've got Liberia's deficit in your skyrocket!","206"
"#411","I laugh at the whole notion of ""Mr. Right"" and you should too. Here's why: The concept of a perfect match, one that requires no efforts on your part, creates unreasonable expectations that force a disparity between ""ideal"" and ""reality"" that always leads to disappointment.","303"
"#362","Every time I think of you I feel
shot right through with a bolt of blue. It's no problem of mine but
it's a problem I find, living a life that I can't leave behind.
There's no sense in telling me the wisdom of a fool won't set you
free. But that's the way that it goes, and it's what nobody knows,
while every day my confusion grows.","333"
"#702","Buddhism addresses two major types of meditation. Vipassana can be translated as ""insight,"" a clear awareness of exactly what is happening as it happens. Samatha can be translated as ""concentration"" or ""tranquility"". It is a state in which the mind is brought to rest, focused only on one item and not allowed to wander.","320"
"#291","At first they had tried to keep the finding quiet. After all, they were not absolutely sure it was an extraterrestrial message. A premature or mistaken announcement would be a public relations disaster.","202"
"#285","The Earth is a world, the world is
a ball, a ball in a game with no rules at all. And just as I wonder at
the beauty of it all, you go and drop it and it breaks and
falls.","171"
"#279","That Qwerty survived significant challenges early in the history of typewriting demonstrates that it is at least among the reasonably fit, even if not the fittest that can be imagined.","184"
"#379","There are still some places where you can get all you can eat for a fixed price. Fried chicken is the best and the easiest to pocket, or should we say bag. Another trick is to pour your second free cup of hot coffee into the plastic bag sewed inside your pocket and take it with you.","283"
"#513","I did my best, it wasn't much. I couldn't feel, so I tried to touch. I've told the truth, I didn't come to fool you. And even though it all went wrong I'll stand before the Lord of Song with nothing on my tongue but hallelujah.","227"
"#253","Your primary objective should be to touch-type; that is, to type without looking at your fingers. If you turn your head back and forth between the keyboard and the copy, you will not only give yourself a stiff neck but will also slow down, make errors, and lose your place.","273"
"#257","Imagine words like ""if"" as a two-finger movement instead of two single-finger movements.  This would definitely increase your response time and speed up your keyboarding.","180"
"#404","Is it sweeter to exist only in the mind or to exist both in the mind and in reality? Flipping out and wailing on guitars is much sweeter when someone is actually doing it.","171"
"#53","I will need my spectacles and a clear head. Today I broke my rules and I drank vodka. Tomorrow I will translate it, and then I will bring what I've done to your home.","166"
"#284","This planet has, or rather had, a problem, which was this: most of the people on it were unhappy for pretty much of the time. Many solutions were suggested for this problem, but most of these were largely concerned with the movements of small green pieces of paper, which is odd because on the whole it wasn't the small green pieces of paper that were unhappy.","361"
"#685","Never give up, no matter how far behind you are, no matter how unlikely it seems you will catch your competitor in front of you. Keep pushing until the checkered flag falls.","173"
"#366","A chorus is the high-point of a lyric's energy as well as the music's energy. In the chorus you declare what the song is really about.","134"
"#376","In general, many of these targets are easier marks if you are wearing the correct uniform. You should always have one suit or fashionable dress outfit hanging in the closet for the proper heists.","195"
"#585","I leave you with photographs, pictures of trickery, and stains on the carpet, stains on the memory, and songs about happiness murmured in dreams, when we both of us knew how the end always is.","192"
"#454","Two years ago this property cost one million pounds. Today, it costs five million. How did this happen? Attractive tax opportunities for foreign investment, restrictive building consent and massive hedge fund bonuses. London, my good man, is fast becoming the financial and cultural capital of the world.","304"
"#706","A few light taps upon the pane made him turn to the window. It had begun to snow again. He watched sleepily the flakes, silver and dark, falling obliquely against the lamplight.","177"
"#533","Be impeccable with your word - speak with integrity. Say only what you mean. Avoid using the word to speak against yourself or to gossip about others. Use the power of your word in the direction of truth and love.","213"
"#452","Burning my bridges and smashing my mirrors, turning to see if you're cowardly. Burning the witches with modern religions, you'll strike the matches and shower me. In water games washing the rocks below. Taught and tamed in time with tear flow.","243"
"#27","So I'm two inches away from her. Her luscious lips part. Just as I'm about to kiss her, she looks at me and she says, ""what's your name?"" Gogol Ganguli. End of seduction 101.","175"
"#108","And I said, I don't care if they lay me off either, because I told Bill that if they move my desk one more time, then I'm quitting, I'm going to quit. They've moved my desk four times already this year, and I used to be over by the window, and I could see the squirrels, and they were married, but then, they switched from the Swingline to the Boston stapler, but I kept my Swingline stapler.","392"
"#586","Come sail your ships around me and burn your bridges down. We make a little history, baby, every time you come around. Come loose your dogs upon me and let your hair hang down. You are a little mystery to me every time you come around. We talk about it all night long, we define our moral ground. But when I crawl into your arms everything comes tumbling down.","360"
"#185","Indonesia is a nation of islands - more than seventeen thousand in all, spread along the equator between the Indian and Pacific Oceans. Most Americans can't locate Indonesia on a map. The fact is puzzling to Indonesians, since for the past sixty years the fate of their nation has been directly tied to U.S. foreign policy.","323"
"#201","In order to become an elf I filled out ten pages' worth of forms, took a multiple choice personality test, underwent two interviews and a drug test.","148"
"#453","Two years ago this property cost one million pounds. Today, it costs five million. How did this happen? Attractive tax opportunities for foreign investment, restrictive building consent and massive hedge fund bonuses. London, my good man, is fast becoming the financial and cultural capital of the world. And of course the Russians have come to town.","350"
"#416","Unlike the other four senses located in the logical regions of the forebrain, our sense of smell is wired directly into the limbic system, the so-called ""reptilian"" cellar of the brain responsible for our most basic emotions, from rage to lust.","244"
"#10","Wilkinson County was a recipient of one of the new ""separate but equal"" schools built throughout the South as a result of the 1954 Supreme Court decision. It had been under construction on a fifty-two-acre plot in Woodville for almost a year, when I graduated in 1959.","268"
"#235","For it is not enough to have a good mind; the main thing is to apply it well. The greatest souls are capable of the greatest vices as well as the greatest virtues.","163"
"#555","Groups of illegal miners smuggle themselves down in freight lifts. They stay below ground for months at a time, armed with pistols and homemade grenades, chiseling out ore and then grinding it and extracting the gold using mercury, just as poor gold miners do at the surface.","275"
"#15","Get it straight buster - I'm not here to say please, I'm here to tell you what to do and if self-preservation is an instinct you possess you'd better do it and do it quick! I'm here to help - if my help is not appreciated then lots of luck, gentlemen.","251"
"#14","The garbage chute was a wonderful idea! What an incredible smell you've discovered! Let's get out of here!","106"
"#415","In the English language, swearing is essential to effective communication. Whether you want to succeed in business, school, or social circles, a strong command of vocabulary is absolutely necessary.","198"
"#558","He started running, up and up, until he hurled himself into the air. As he was falling face down, somehow all the years of training in martial arts at once possessed him. His body instinctively adjusted itself and even his arms spread out, swinging to ensure that he wouldn't hurt himself fatally. With a thump his feet landed on the ground.","341"
"#473","The invention of the wheel represented a major turning point in human civilization. The first wheels, disks carved from solid wood, may have been built as early as 3500 BC. The earliest use of this device was the potter's wheel, used to spin and shape clay pottery.","265"
"#579","To drive out of the Central Valley of California on a hot day and into San Francisco is to feel like you're landing on another planet.","134"
"#303","Good evening, London. Allow me first to apologize for this interruption. I do, like many of you, appreciate the comforts of everyday routine - the security of the familiar, the tranquility of repetition. I enjoy them as much as any bloke. But in the spirit of commemoration, I thought we could mark this November the 5th, a day that is sadly no longer remembered, by taking some time out of our daily lives to sit down and have a little chat.","442"
"#277","Under the headline ""Wonderful Typing,"" the New York Times reported on a typing demonstration given the previous day in Brooklyn by a Thomas Osborne of Rochester, New York. The Times reported that Mr. Osborne ""holds the championship for fast typing, having accomplished 126 words a minute at Toronto August 13, 1888.""","336"
"#655","In most cases, there is more to be gained by maximizing the performance of the driver than tricking out the car. The most important factor is the driver, the ultimate control system of a race car.","196"
"#225","It's the possibility of having a dream come true that makes life interesting, he thought, as he looked again at the position of the sun, and hurried his pace.","158"
"#17","Well, the way they make shows is,
they make one show. That show's called a pilot. Then they show that
show to the people who make shows, and on the strength of that one
show they decide if they're going to make more shows. Some pilots get
picked and become television programs. Some don't, become nothing. She
starred in one of the ones that became nothing.","357"
"#476","Today, computers have taken this ancient art out of the craftsman's workshop and placed it on the desktop. Desktop publishing revolutionized the creation of printed documents, not only from the standpoint of speed and accuracy, but also by enabling anyone to mass-produce the printed word without investing the many years it takes to learn the trade.","350"
"#598","I believe in love, and I know that you do too. And I believe in some kind of path that we can walk down, me and you. So keep your candles burning and make her journey bright and pure.","183"
"#112","""This man right here,"" McGuiness said, pointing at Kenna, ""he's going to change the world.""  That was his instinctive feeling, and the manager of a band like U2 is a man who knows music.","206"
"#455","I don't want tickets, I need you to find me a painting, a classic, been nicked out of Lenny's house. And since you got more feet on the street than coppers on the beat, I'd like you to assist. I'll leave you a little livener. There's a large twenty to get some tongues wagging.","277"
"#281","The evidence in the standard history of Qwerty versus Dvorak is flawed and incomplete. First, the claims for the superiority of the Dvorak keyboard are suspect. The most dramatic claims are traceable to Dvorak himself, and the best-documented experiments, as well as recent ergonomic studies, suggest little or no advantage for the Dvorak keyboard.","348"
"#666","Sometimes you concentrate more on racing the cars around you, rather than focusing on what you need to do. Having said that, some drivers actually perform best when there is a little extra incentive - like chasing another car. But be careful you don't get too caught up in what the competition is doing. Focus on your own performance rather than on the competition.","365"
"#392","Jay made up for the lack of glamour in his assignment by having a romance with a local miller's daughter, which he initiated by letting air out of her bicycle tires. He also earned himself a promotion to lieutenant on the strength of his commonsense suggestion that the army could save lots of cargo space by deboning beef before shipping it overseas.","351"
"#248","Commas and periods always go inside quotation marks. Colons and semicolons always go outside quotation marks.","109"
"#327","Being able to quit things that don't work is integral to being a winner. Going into a project or job without defining when worthwhile becomes wasteful is like going into a casino without a cap on what you will gamble: dangerous and foolish.","240"
"#611","It was an effect of light: quick sunlight dappling, yellow leaves falling (but from what? Were there even trees on West Fifty-seventh Street?), a shower of gold, spangled, very fast, a falling of the bright. Later I watched for this effect on similar bright days but never again experienced it. I wondered then if it had been a seizure, or stroke of some kind.","360"
"#260","The world of typing has changed. In the 1970s, every business had rooms full of secretaries whose job it was to type letters that had been hand-written.  They were copying the writing into a more readable format.  In the early 1980s, the personal computer became a common office machine.","287"
"#623","And though my journeys did take me to a great many states, and covered a great many miles, at the very end of these food chains (which is to say, at the very beginning), I invariably found myself in almost exactly the same place: a farm field in the American Corn Belt.","269"
"#192","Today, you people are no longer maggots. Today, you are Marines. You're part of a brotherhood. From now on until the day you die, wherever you are, every Marine is your brother. Most of you will go to Vietnam. Some of you will not come back. But the Marine Corps lives forever. And that means YOU live forever.","310"
"#95","My entire life had been on a predictable trajectory dominated by a couple of university degrees and thirteen years of white-collar employment.  My identity was defined by my career.  I now planned a radical shift, a big leap into the unknown:  from corporate executive to unemployed guy setting up libraries in the Himalayas.","325"
"#343","Her hair reminds me of a warm safe place where as a child I'd hide and pray for the thunder and the rain to quietly pass me by.","127"
"#360","I remember when we used to sit in the government yard in Trenchtown. Observing the hypocrites as they would mingle with the good people we meet. Good friends we had, good friends we lost along the way. In this bright future you can't forget your past, so dry your tears, I say.","277"
"#541","But no matter how effective the lesson was, I never really used it after that. I didn't enjoy doing it that way. But it was interesting to know that things worked much differently from how I was brought up.","206"
"#344","She's got a smile that, it seems to me, reminds me of childhood memories, where everything was as fresh as the bright blue sky. Now and then when I see her face she takes me away to that special place and if I'd stare too long I'd probably break down and cry.","259"
"#323","Often, we assume that a familiar situation will be but a repeat performance of a similar situation we've experienced before. But, in the strictest sense, there are no repeat performances. Every situation is unique, and we must be alert to its uniqueness.","254"
"#488","The pickpockets' profession demands
extraordinary nimbleness and agility, a terrific certainty of
movement, not to mention a ready wit, a talent for observation and
strained attention.","184"
"#393","Jay earned himself a promotion to lieutenant on the strength of his commonsense suggestion that the army could save lots of cargo space by deboning beef before shipping it overseas.","181"
"#584","I never said I would stay to the end - I knew I would leave you with babies and everything. Screaming like this in the hole of sincerity, screaming me over and over and over. I leave you with photographs, pictures of trickery, and stains on the carpet, stains on the memory, and songs about happiness murmured in dreams, when we both of us knew how the end always is.","367"
"#182","I'd been walking for hours and, as usual, I'd lost track of where I was, when I suddenly realized I'd reached the city limits. I immediately felt happy and, without hesitation, passed beyond the barrier and found myself walking between cultivated fields and meadows.","266"
"#301","All time is all time. It does not change. It does not lend itself to warnings or explanations. It simply is. Take it moment by moment, and you will find that we are all, as I've said before, bugs in amber.","205"
"#20","How many roads must a man walk down
before you call him a man? Yes, and how many seas must a white dove
sail before she sleeps in the sand? Yes, and how many times must the
cannonballs fly before they're forever banned? The answer, my friend,
is blowin' in the wind; the answer is blowin' in the
wind.","301"
"#682","Never give up. Most races are decided in the last 10 percent of the race.","73"
"#522","So, I'm tending bar there at Ecklund & Swedlin's last Tuesday and this little guy's drinking and he says, ""So where can a guy find some action - I'm goin' crazy down there at the lake."" And I says, ""What kinda action?"" and he says, ""Woman action, what do I look like?"" And I says, ""Well, what do I look like? I don't arrange that kinda thing.""","387"
"#540","Always do your best - your best is going to change from moment to moment; it will be different when you are healthy as opposed to sick. Under any circumstance, simply do your best.","180"
"#580","So it's all come back round to breaking apart again. Breaking apart like I'm made up of glass again. Making it up behind my back again. Holding my breath for the fear of sleep again. Holding it up behind my head again. Cut in deep to the heart of the bone again. Round and round and round and it's coming apart again. Over and over and over.","341"
"#62","Whenever you watch the mind, you withdraw consciousness from mind forms, and it then becomes what we call the watcher or the witness. When consciousness frees itself from identification with physical and mental forms, it becomes what we may call pure or enlightened consciousness, or presence.","293"
"#633","However we choose to feed ourselves, we eat by the grace of nature, not industry, and what we're eating is never anything more or less than the body of the world.","162"
"#177","It was a marvelous night, the sort of night one only experiences when one is young. The sky was so bright, and there were so many stars.","136"
"#478","Paper as we know it today was invented in China in around 100 AD. Wood and other fibrous material is mixed with liquid and mashed into a pulp, which is then poured onto fine screens. The liquid drains away, leaving a thin layer of fibrous material on the wire. When this material dries, it becomes paper.","304"
"#46","Padre, these are subtleties! We are not concerned with motives, with the higher ethics. We are concerned only with cutting down crime and with relieving the ghastly congestion in our prisons. He will be your true Christian, ready to turn the other cheek, ready to be crucified rather than crucify, sick to the heart at the thought of killing a fly. Reclamation! Joy before the angels of God! The point is that it works.","419"
"#101","Images of broken light which dance before me like a million eyes - they call me on and on across the universe. Thoughts meander like a restless wind inside a letter box - they tumble blindly as they make their way across the universe.","234"
"#662","I often see racers, particularly at the back of the pack in amateur races, trying to go fast, with their arms flailing around, banging off shifts, jerking the steering into a turn with feet stabbing at the pedals. If the driver would only slow down, the car would actually go faster. It reminds me of the saying, ""never confuse movement for action.""","349"
"#258","The ultimate way to compose is to be able to keyboard as fast as you can think. This is not easy to do, but your goal should be at least to develop the ability to think of the word and have the appropriate fingers tap the appropriate keys without interrupting the thinking process so your thoughts can flow onto the screen.","323"
"#646","Thing is Butch, right now you got ability. But painful as it may be, ability don't last.","88"
"#148","Supermarket aisles are the perfect place to practice your glide. Not only do you get to stock up on all your groceries and wow the locals but you can get up to twenty-four aisles' worth of runway-smooth surface to practice on, while being supported by a trolley, the ultimate stabilizer for the novice stiletto wearer.","318"
"#573","I was long into my second decade of living single before I came to see my friends in the city for what they were: my personal community, my urban tribe.","152"
"#435","By studying the cooling of pizza in the gravity free environment of the space shuttle, we could more exactly determine the importance of convective flows.","154"
"#409","There are two kinds of fibers in our muscles, red and white. Red muscle fibers enable us to maintain long-term, low stress activity. White muscle fibers are specialized for fast, rapid movements.","195"
"#460","The basis of the Aztecs' success in certaing a great state and ultimately an empire was their remarkable system of agriculture, which featured intensive cultivation of all available land, as well as elaborate systems of irrigation and reclamation of swampland.","260"
"#621","You have to be a fairly determined ecological detective to follow the intricate and increasingly obscure lines of connection linking the Twinkie to a plant growing in the earth some place.","188"
"#515","I can already hear your tune calling me across the room. When the world and his wife are on my back again, not enough pleasure too much pain. When the world is too much with me, please leave, just go away. Before I lose my mind completely, please leave, just go now. In the sidestreet something's moving look around, look around. All around you walls are tumbling down. Stop staring at the ground.","397"
